month,dest,origin,average_seats,average_passengers
8,ORD,ACY,228,10
8,ORD,ADD,5940,5742
8,ORD,AFW,0,0
8,ORD,AKL,3562,2997
8,ORD,ALB,2679,2436.77777777778
8,ORD,ALO,2950,1919
8,ORD,AMM,9275,8722
8,ORD,AMS,3226.4,2895.2
8,ORD,ANC,759.045454545455,701.090909090909
8,ORD,ARN,8126,6882
8,ORD,ASE,4805,3283
8,ORD,ATH,6786,6654
8,ORD,ATL,3851.30434782609,3470.04347826087
8,ORD,ATW,3962.66666666667,3302.66666666667
8,ORD,AUA,537,500
8,ORD,AUH,11470,10148
8,ORD,AUS,3839,3237.54545454545
8,ORD,AVL,5950,5406
8,ORD,AVP,1136.8,1009.8
8,ORD,AZO,1787.5,1419.5
8,ORD,BCN,6489,6078
8,ORD,BDL,2856,2466.25
8,ORD,BFM,831,725
8,ORD,BGR,1352,1288
8,ORD,BHM,767.333333333333,556.333333333333
8,ORD,BIL,340.5,306.25
8,ORD,BIS,983.333333333333,732.333333333333
8,ORD,BJX,2356,1897
8,ORD,BKG,645,381
8,ORD,BMI,4350,3339
8,ORD,BNA,1902.21052631579,1561
8,ORD,BOI,2186.33333333333,1994
8,ORD,BOS,5676.8947368421,5050.42105263158
8,ORD,BRL,464,382
8,ORD,BRU,8477,7217
8,ORD,BTV,2102,1872.71428571429
8,ORD,BUD,2268,2093
8,ORD,BUF,2119.69230769231,1888.92307692308
8,ORD,BWI,3982,3647.3
8,ORD,BZN,1542.57142857143,1433.42857142857
8,ORD,CAE,4250,3344
8,ORD,CAK,1674,1353.4
8,ORD,CDG,3738.66666666667,3231.83333333333
8,ORD,CGI,1250,775
8,ORD,CGO,0,0
8,ORD,CHA,1550,1243.5
8,ORD,CHO,2470,2068
8,ORD,CHS,1134.36363636364,953.181818181818
8,ORD,CIC,8,6
8,ORD,CID,1304.61538461538,935.076923076923
8,ORD,CKB,1500,1027
8,ORD,CLE,3299.38461538462,2621.23076923077
8,ORD,CLT,4947.46153846154,4125.69230769231
8,ORD,CMH,2071.70588235294,1634.35294117647
8,ORD,CMI,3441,2251.5
8,ORD,CMX,2950,2664
8,ORD,COD,140,96
8,ORD,COS,1723.5,1416
8,ORD,COU,2048,1333.8
8,ORD,CPH,8119,7394
8,ORD,CRW,2100,1678.5
8,ORD,CUN,5062.6,4822.6
8,ORD,CVG,1246.36,982.32
8,ORD,CWA,4175,3560.5
8,ORD,CYS,100,0
8,ORD,DAL,102,0
8,ORD,DAY,1689.8,1241.2
8,ORD,DBQ,4150,3123
8,ORD,DCA,9763.33333333333,7835.44444444444
8,ORD,DEC,472.5,267
8,ORD,DEL,10602,10039
8,ORD,DEN,6735.23529411765,6043.88235294118
8,ORD,DFW,7288.3125,6442.4375
8,ORD,DLH,1835.66666666667,1310.83333333333
8,ORD,DOH,5487,5158
8,ORD,DRO,352.5,206
8,ORD,DSM,1345.10526315789,1028.42105263158
8,ORD,DTW,2715.3,2273.95
8,ORD,DUB,10363.6666666667,9386.66666666667
8,ORD,DXB,5487,5374.5
8,ORD,EAU,1535,1076.5
8,ORD,ECP,312.5,294.5
8,ORD,EDI,5070,4452
8,ORD,ELP,1201.66666666667,1042
8,ORD,ERI,1111,916.5
8,ORD,EUG,2356,2242
8,ORD,EVV,1615.2,967.2
8,ORD,EWR,4758.88235294118,4187.41176470588
8,ORD,EYW,187,117
8,ORD,FAI,5146,4656
8,ORD,FAR,961.636363636364,723.909090909091
8,ORD,FAT,989.5,897.25
8,ORD,FCA,1583,1495.5
8,ORD,FCO,7203.33333333333,6575.33333333333
8,ORD,FLL,3640.83333333333,3346.33333333333
8,ORD,FNT,1704.28571428571,1319.57142857143
8,ORD,FRA,6568.66666666667,5911
8,ORD,FSD,1305.33333333333,1065.33333333333
8,ORD,FWA,2590.25,1990
8,ORD,GCM,906.5,800.5
8,ORD,GDL,2419.14285714286,2264.42857142857
8,ORD,GEG,953,852.6
8,ORD,GJT,190,172
8,ORD,GRB,2604,2267
8,ORD,GRR,1490.36842105263,1175
8,ORD,GRU,8465,7893
8,ORD,GSO,1650,1391.6
8,ORD,GSP,1524.83333333333,1280.16666666667
8,ORD,GTF,1107,961.5
8,ORD,GUA,800,742
8,ORD,GYD,0,0
8,ORD,HEL,8673,8419
8,ORD,HHH,350,305
8,ORD,HHN,0,0
8,ORD,HKG,5628.33333333333,5076.66666666667
8,ORD,HND,7764,7058
8,ORD,HNL,11284,10735
8,ORD,HPN,3447.66666666667,3115
8,ORD,HRL,834,728
8,ORD,HSV,1375,1066
8,ORD,HUX,365,337
8,ORD,IAD,4156.71428571429,3424
8,ORD,IAH,4652.0625,3968.1875
8,ORD,ICN,7578.5,7198
8,ORD,ICT,1513.85714285714,1189
8,ORD,ILM,1164.5,930.25
8,ORD,IND,1335.70833333333,1089.79166666667
8,ORD,IPT,166,81
8,ORD,ISL,0,0
8,ORD,IST,3606.33333333333,3507.66666666667
8,ORD,IWD,408,278
8,ORD,JAC,4318,3748.25
8,ORD,JAX,1452.36363636364,1302
8,ORD,JFK,2635.4,2373.3
8,ORD,JLN,878.333333333333,595.333333333333
8,ORD,KEF,10262,7685
8,ORD,KRK,3822,3511
8,ORD,LAN,1350,1041.4
8,ORD,LAR,50,0
8,ORD,LAS,5962.66666666667,5487.75
8,ORD,LAX,6282.95454545455,5939.36363636364
8,ORD,LCK,0,0
8,ORD,LEX,2218.4,1539.4
8,ORD,LGA,12915.7692307692,11597.6153846154
8,ORD,LGW,2833,2439
8,ORD,LHR,14743.6,12693.2
8,ORD,LIR,255.5,228.5
8,ORD,LIS,3124,2689.5
8,ORD,LIT,1360,928.375
8,ORD,LNK,1375,1117.25
8,ORD,LSE,2370,1942.66666666667
8,ORD,LWB,1700,898
8,ORD,MAD,10788,9682
8,ORD,MBJ,649,624.5
8,ORD,MBS,2110,1621
8,ORD,MCI,2916.4,2036
8,ORD,MCO,5728.90909090909,5409.81818181818
8,ORD,MCW,424,363
8,ORD,MDT,1375.41666666667,1177.91666666667
8,ORD,MDW,43,0
8,ORD,MEI,807.5,602
8,ORD,MEM,1202.76923076923,883.076923076923
8,ORD,MEX,4135.33333333333,3801.66666666667
8,ORD,MHK,2197,1495
8,ORD,MHT,3910,3347
8,ORD,MIA,7655.28571428571,7264.28571428571
8,ORD,MKE,1239.3125,1022.75
8,ORD,MKG,1510,1125.5
8,ORD,MLI,1673.85714285714,1296
8,ORD,MQT,2925,2471
8,ORD,MSN,1502.75,1233.75
8,ORD,MSO,1332,1166.66666666667
8,ORD,MSP,3986.65217391304,3428.21739130435
8,ORD,MSY,1716.45454545455,1453.45454545455
8,ORD,MTJ,1202,973
8,ORD,MTY,4636,3182
8,ORD,MUC,8922.33333333333,8095
8,ORD,MYR,1323.28571428571,1223.85714285714
8,ORD,N1Y,8,1
8,ORD,NAS,456.666666666667,425.333333333333
8,ORD,NRT,4370,3962.85714285714
8,ORD,OAK,1250.25,1102.25
8,ORD,OGG,7644,7252
8,ORD,OGS,1100,763
8,ORD,OKC,2530,1907.33333333333
8,ORD,OMA,1666.47058823529,1217.82352941176
8,ORD,ORD,0,0
8,ORD,ORF,1635.90909090909,1437.81818181818
8,ORD,PAH,2800,1767
8,ORD,PBI,4972,3943
8,ORD,PDX,4158,3932.55555555556
8,ORD,PEK,6767.5,6346
8,ORD,PHL,6533.54545454545,5845.18181818182
8,ORD,PHX,6118.54545454545,5648.18181818182
8,ORD,PIA,1146.33333333333,887.333333333333
8,ORD,PIT,2838.92857142857,2315.57142857143
8,ORD,PLS,2080,1833
8,ORD,PNS,506.285714285714,463.714285714286
8,ORD,PTK,12,3
8,ORD,PTY,4921,4609.5
8,ORD,PUJ,1183.8,918.2
8,ORD,PVD,1563.57142857143,1359.14285714286
8,ORD,PVG,3914.25,3517.75
8,ORD,PVR,247.333333333333,240.666666666667
8,ORD,PWM,1966.57142857143,1834
8,ORD,QRO,575.333333333333,499.333333333333
8,ORD,RAP,920.25,745.166666666667
8,ORD,RDM,2280,2104
8,ORD,RDU,3040.75,2571.375
8,ORD,RFD,185.5,172.5
8,ORD,RIC,1395.33333333333,1227.91666666667
8,ORD,RNO,2708,2235.4
8,ORD,ROA,535.333333333333,456.444444444444
8,ORD,ROC,2180.36363636364,1963.09090909091
8,ORD,RST,2170.8,1609.6
8,ORD,RSW,1838.54545454545,1704.90909090909
8,ORD,SAN,6502,6113
8,ORD,SAT,2288.4,1695.1
8,ORD,SAV,1059.55555555556,797.888888888889
8,ORD,SBN,948.625,761.375
8,ORD,SCE,2533.33333333333,1946.66666666667
8,ORD,SDF,1331.69230769231,1059.84615384615
8,ORD,SEA,4635.14285714286,4410.33333333333
8,ORD,SFO,8950,8038.92857142857
8,ORD,SGF,3410,2711.5
8,ORD,SHD,1200,773
8,ORD,SHV,0,0
8,ORD,SJC,2740.83333333333,2525.83333333333
8,ORD,SJD,915,904
8,ORD,SJU,5439.5,5188
8,ORD,SLC,2215.66666666667,2028.2
8,ORD,SLN,1300,765
8,ORD,SMF,2858.16666666667,2595.5
8,ORD,SNA,9296.5,8010.25
8,ORD,SNN,0,0
8,ORD,SPI,4200,2845
8,ORD,SRQ,574.25,475.75
8,ORD,STL,2436.94117647059,1710.17647058824
8,ORD,SUX,1151,701.333333333333
8,ORD,SVO,0,0
8,ORD,SYR,1758.4375,1513.9375
8,ORD,TN8,8,7
8,ORD,TOL,4150,3195
8,ORD,TPA,3651.2,3400.6
8,ORD,TPE,7282,6708
8,ORD,TTN,2781,2607
8,ORD,TUL,1535.25,1196.375
8,ORD,TUS,5037,4340.5
8,ORD,TVC,1590.16666666667,1389.33333333333
8,ORD,TYS,1924.14285714286,1515
8,ORD,UIN,2600,922
8,ORD,VCE,7254,5550
8,ORD,VIE,4566.5,4153.5
8,ORD,VPS,340,281
8,ORD,WAW,6888,6601.5
8,ORD,XNA,2299.875,1515.5
8,ORD,YHZ,1215,1100
8,ORD,YQB,2615,2236
8,ORD,YUL,2190.22222222222,1962.33333333333
8,ORD,YVR,3783.14285714286,3538.57142857143
8,ORD,YWG,1750,1590.5
8,ORD,YYC,2752.16666666667,2560.33333333333
8,ORD,YYR,285,260
8,ORD,YYZ,2891.94444444444,2645.22222222222
8,ORD,ZRH,7384,6822.5
8,ORF,ATL,5534.5,5014.875
8,ORF,BNA,707.5,599
8,ORF,BOS,2280,1965
8,ORF,BWI,6810.33333333333,5901
8,ORF,CHO,50,34
8,ORF,CLE,708,574
8,ORF,CLT,4376,3839.8
8,ORF,CVG,385,283.5
8,ORF,DCA,1485.33333333333,1197.33333333333
8,ORF,DEN,1049.75,986.5
8,ORF,DFW,3941.33333333333,3344.33333333333
8,ORF,DTW,2064.5,1807.5
8,ORF,EWR,2426,2173.33333333333
8,ORF,FLL,1593,1394
8,ORF,HSV,76,29
8,ORF,IAD,1261.375,1067
8,ORF,IAH,2334.5,2174.5
8,ORF,JAX,825,672
8,ORF,JFK,2936,2353.66666666667
8,ORF,LAS,831,703
8,ORF,LAX,168,148
8,ORF,LGA,2156.5,1701.33333333333
8,ORF,MCI,143,143
8,ORF,MCO,1527.6,1378
8,ORF,MDW,2956,2673.5
8,ORF,MEM,0,0
8,ORF,MEO,0,0
8,ORF,MIA,2128.75,1682.75
8,ORF,MSP,1140,997.5
8,ORF,MSY,132,132
8,ORF,NAS,180,174
8,ORF,ORD,1486.33333333333,1309.08333333333
8,ORF,PBI,132,127
8,ORF,PHL,2107.8,1791.6
8,ORF,PIE,934.5,840.5
8,ORF,RDU,143,135
8,ORF,RIC,72,67.3333333333333
8,ORF,SAN,143,139
8,ORF,SFB,1404,1227
8,ORF,SRQ,69,2
8,ORF,STL,44,43
8,ORH,DTW,1550,1059
8,ORH,EWR,100,93
8,ORH,FLL,3000,2709
8,ORH,JFK,3100,1144
8,ORH,MCO,1600,1307.5
8,ORH,PHL,1450,1088
8,ORH,YIP,0,0
8,ORL,FAO,14,4
8,ORL,FLL,9,0
8,ORL,SIR,13,2
8,ORL,TEB,12,7
8,ORV,ABL,0,0
8,ORV,DRG,9,1
8,ORV,ENA,19,19
8,ORV,IAN,64.2857142857143,26.2857142857143
8,ORV,KVL,8,3
8,ORV,OTZ,79.4,27.5
8,ORV,RDB,18,10
8,ORV,SHG,0,0
8,ORV,WLK,15.3333333333333,5.83333333333333
8,ORV,WTK,9,4
8,ORY,EWR,2639.33333333333,2197
8,ORY,JFK,4853.5,4334.5
8,ORY,SFO,5754,5299
8,OSL,EWR,8196,6179
8,OSL,FLL,1442,1197
8,OSL,JFK,3519,3215
8,OSL,LAX,951.666666666667,865.333333333333
8,OSL,MCO,807,691
8,OSL,MHT,14,8
8,OSL,OAK,1415.5,1271.5
8,OSU,HPN,8,2
8,OTH,DEN,608,496
8,OTH,PDX,0,0
8,OTH,RBG,0,0
8,OTH,SFO,1550,1395
8,OTP,IAD,588,133
8,OTZ,ABL,60.5714285714286,23.5714285714286
8,OTZ,AIN,9,1.5
8,OTZ,ANC,623.5,336.5
8,OTZ,BKC,66,19
8,OTZ,BRW,18.6666666666667,11
8,OTZ,CDL,18,0
8,OTZ,DCK,18,9
8,OTZ,DRG,62.125,19.875
8,OTZ,ELI,0,0
8,OTZ,EMK,0,0
8,OTZ,GAL,29,0
8,OTZ,GAM,9,1
8,OTZ,IAN,83.375,35.125
8,OTZ,KKA,4.5,0
8,OTZ,KVL,81,27.1
8,OTZ,LUR,33,13.6666666666667
8,OTZ,MRI,9,0
8,OTZ,OBU,70,31.4
8,OTZ,OME,74.1111111111111,50.5555555555556
8,OTZ,ORV,90,29.7777777777778
8,OTZ,OTZ,9,3
8,OTZ,PHO,101.666666666667,29.0833333333333
8,OTZ,PIZ,8.66666666666667,1.33333333333333
8,OTZ,RDB,42.5,20.5
8,OTZ,SCC,0,0
8,OTZ,SHG,32.5,10.1666666666667
8,OTZ,SHH,7.83333333333333,0.5
8,OTZ,SKK,9,0
8,OTZ,SVA,19,0
8,OTZ,WLK,95.6666666666667,31.5833333333333
8,OTZ,WTK,80.8888888888889,31.4444444444444
8,OWB,SFB,312,294
8,OWB,STL,819,485
8,OWD,ACK,216,108
8,OWD,FID,8,2
8,OWD,HPN,8,8
8,OXC,EWR,13,0
8,OXC,HTO,8,5
8,OXC,MVY,8,2
8,OXC,SAT,13,0
8,OXF,LAX,14,6
8,PA5,HPN,8,1
8,PAE,ANC,0,0
8,PAE,CHS,0,0
8,PAE,DEN,4712,3963
8,PAE,KEF,0,0
8,PAE,LAS,4712,4098
8,PAE,LAX,8968,7378
8,PAE,NGO,0,0
8,PAE,OAK,76,53
8,PAE,PAE,0,0
8,PAE,PDX,9424,4630
8,PAE,PHX,2736,2392
8,PAE,RCE,9,9
8,PAE,SAN,4636,4039
8,PAE,SEA,76,46
8,PAE,SFO,6612,4832
8,PAE,SJC,5472,4182
8,PAE,SNA,2356,2008
8,PAH,CGI,2800,679
8,PAH,ORD,2900,2037
8,PAM,LFI,186,64
8,PAO,HHR,8,2
8,PAP,ATL,1367.66666666667,1200.33333333333
8,PAP,BOS,2904,2642
8,PAP,FLL,4789.5,4367.75
8,PAP,JFK,12400,11003
8,PAP,MCO,1600,1377.5
8,PAP,MIA,3281,3064.75
8,PAP,SJU,0,0
8,PAQ,ANC,29,0
8,PAQ,ENA,9,0
8,PAQ,HOM,6,0
8,PAQ,PAQ,270,31
8,PBC,ANB,0,0
8,PBC,IAH,1450,1248
8,PBG,FLL,1208.75,1150.5
8,PBG,IAD,2650,2214
8,PBG,MYR,831,761
8,PBG,PIE,567,530.5
8,PBG,SFB,1260,1175
8,PBI,ATL,6909.33333333333,6070.66666666667
8,PBI,BDL,4500,3741
8,PBI,BOS,5150,4475.66666666667
8,PBI,BSB,173,147
8,PBI,BWI,4600.5,3857
8,PBI,CLT,4085,3377.6
8,PBI,CMH,189,156
8,PBI,DCA,2690,2362.5
8,PBI,DFW,4757,3596
8,PBI,DTW,2215,1866
8,PBI,EWR,4878.33333333333,4317
8,PBI,EYW,108,28
8,PBI,FLL,18,0
8,PBI,GPT,148,123
8,PBI,HAV,143,115
8,PBI,HPN,4137.33333333333,3396.33333333333
8,PBI,IND,143,140
8,PBI,ISP,4353,3478
8,PBI,JFK,4512,3912.75
8,PBI,LAX,181,177
8,PBI,LGA,6025.2,5265.8
8,PBI,LIR,128,122
8,PBI,MCO,153.333333333333,151
8,PBI,MEM,0,0
8,PBI,MHH,595.75,406.25
8,PBI,MIA,74,55
8,PBI,MSP,132,105
8,PBI,NAS,9,1
8,PBI,ORD,5304,4486
8,PBI,PHL,2671.5,2050.83333333333
8,PBI,PIT,112.5,61
8,PBI,PNS,76,23
8,PBI,POP,7,2
8,PBI,PVD,4650,3898
8,PBI,RDU,1197,681.5
8,PBI,RSW,0,0
8,PBI,SDF,19,12
8,PBI,SDQ,128,124
8,PBI,SJU,75,58.5
8,PBI,STI,150,135
8,PBI,STT,181,134
8,PBI,TPA,414.5,120
8,PBI,TTN,806.333333333333,756
8,PBI,YYZ,9,3
8,PBK,AGN,6,0
8,PBK,JNU,64.6666666666667,34.6666666666667
8,PBK,PEC,6,0
8,PBM,SJU,0,0
8,PDB,ILI,17.2,0.6
8,PDB,KNK,6,0
8,PDB,NNL,5.5,0.5
8,PDK,CLT,1170,435
8,PDK,IND,12,2
8,PDK,LUK,660,442
8,PDK,ORD,8,4
8,PDK,ORL,14,4
8,PDL,ATL,0,0
8,PDL,BOS,8188,7148
8,PDL,JFK,6036,4310
8,PDT,GEG,0,0
8,PDT,LGD,0,0
8,PDT,PDX,864,636
8,PDX,ABQ,1178,1053
8,PDX,AMS,3975.5,3714.5
8,PDX,ANC,5745.25,4909.75
8,PDX,ATL,26451,24753
8,PDX,AUS,803.333333333333,734.333333333333
8,PDX,BDL,0,0
8,PDX,BFI,3,1
8,PDX,BIL,2432,2130
8,PDX,BNA,3402,2690
8,PDX,BOI,5978.66666666667,3965
8,PDX,BOS,4551.5,4156.75
8,PDX,BUR,2887.2,2515.8
8,PDX,BWI,901.8,827.8
8,PDX,BZN,1444,1164.33333333333
8,PDX,CLT,5797,5090
8,PDX,CVG,0,0
8,PDX,CVO,0,0
8,PDX,DAL,2061.8,1772.2
8,PDX,DCA,4929,4369
8,PDX,DEN,6344.77777777778,5857.88888888889
8,PDX,DFW,4921.66666666667,4521.5
8,PDX,DTW,3236.33333333333,3040
8,PDX,EUG,2254.66666666667,1257.33333333333
8,PDX,EWR,2051.85714285714,1918
8,PDX,FAT,2394,1951
8,PDX,FCA,2356,1886
8,PDX,FRA,5598,5467
8,PDX,GDL,2263,2000.5
8,PDX,GEG,5111,3460
8,PDX,HNL,3013.6,2555.4
8,PDX,HOU,875,741
8,PDX,IAD,1584.33333333333,1455.33333333333
8,PDX,IAH,1828.16666666667,1667.66666666667
8,PDX,IND,0,0
8,PDX,JFK,6350,5770.75
8,PDX,KEF,4949,3588
8,PDX,LAS,6026.44444444444,5078.44444444444
8,PDX,LAX,4549.0625,4132.625
8,PDX,LGB,4650,4305
8,PDX,LHR,6896,6288
8,PDX,LMT,0,0
8,PDX,MCI,1729.25,1546
8,PDX,MCO,2474,2237
8,PDX,MDW,2346.5,2170.5
8,PDX,MEM,0,0
8,PDX,MFR,1900,1105.57142857143
8,PDX,MKE,132,131
8,PDX,MSO,2356,2044
8,PDX,MSP,5277.71428571429,4885.42857142857
8,PDX,NRT,3490.5,3302.5
8,PDX,OAK,7425.4,5993.8
8,PDX,OGG,4791.66666666667,4256
8,PDX,OMA,2052,1789
8,PDX,ONT,1511.5,1359.66666666667
8,PDX,ORD,4775.125,4377
8,PDX,PAE,9424,4738
8,PDX,PDT,856,622
8,PDX,PHL,3903.5,3520.5
8,PDX,PHX,4517.88888888889,4087.44444444444
8,PDX,RBG,0,0
8,PDX,RDM,2698,1750.5
8,PDX,RFD,0,0
8,PDX,RNO,3116,2390.66666666667
8,PDX,SAN,4853.85714285714,4212.14285714286
8,PDX,SAT,1701,1044
8,PDX,SBA,2280,2037
8,PDX,SDF,0,0
8,PDX,SEA,5104.64705882353,3687.41176470588
8,PDX,SFO,6962.07692307692,5564.07692307692
8,PDX,SJC,5989.625,4622.75
8,PDX,SLC,4136,3659.22222222222
8,PDX,SLE,0,0
8,PDX,SMF,5007.83333333333,4054.16666666667
8,PDX,SNA,4643,4196
8,PDX,STL,2087.33333333333,1784.33333333333
8,PDX,STS,2318,1634
8,PDX,TVC,177,87
8,PDX,XNA,189,118
8,PDX,YVR,4642.66666666667,3826.66666666667
8,PDX,YYC,2418,2246
8,PDX,YYZ,2976,2477
8,PEC,ELV,25.5,3
8,PEC,HNH,9,0
8,PEC,JNU,231.666666666667,87
8,PEC,SIT,3,2
8,PEI,MIA,1664,1465
8,PEK,BFI,14,5
8,PEK,BOS,10230,8316
8,PEK,DFW,3636.5,3284.5
8,PEK,DTW,9469,8556
8,PEK,EWR,9062,7877.5
8,PEK,HNL,2497,1877
8,PEK,IAD,7956,6313.5
8,PEK,IAH,7982,5284
8,PEK,JFK,11129.5,8553
8,PEK,LAS,3764,2404
8,PEK,LAX,12114.6666666667,9790.33333333333
8,PEK,ORD,6896.5,5964
8,PEK,SEA,7662,6824
8,PEK,SFO,9792,9109
8,PEK,SJC,5184,3916
8,PEK,SPN,3900,3434
8,PGA,1TX,30,0
8,PGA,BLD,162.5,151.5
8,PGA,DQS,48,40.5
8,PGA,GCN,346.5,268.5
8,PGA,L41,10.5,6
8,PGA,LAS,930,568
8,PGA,PGA,1249.5,1020.5
8,PGA,PHX,900,502
8,PGA,UXR,60,52.5
8,PGD,ABE,2922,2537
8,PGD,ALB,2382,2096
8,PGD,AVL,2913,2383
8,PGD,BLV,2364,2023
8,PGD,BNA,1788,1333
8,PGD,CID,558,452
8,PGD,CLE,1089,979
8,PGD,CVG,4773,3898
8,PGD,DSM,1089,1036
8,PGD,FNT,1824,1630
8,PGD,FWA,1647,1350
8,PGD,GRR,1599,1360
8,PGD,HTS,744,477
8,PGD,IAG,1824,1692
8,PGD,IND,1060.5,958
8,PGD,LCK,2205,1812
8,PGD,LEX,2013,1384
8,PGD,MCI,726,599
8,PGD,MDT,1647,1391
8,PGD,PIA,1647,1397
8,PGD,PIT,1566,1389.5
8,PGD,PSM,1656,1476
8,PGD,PVD,1638,1569
8,PGD,RDU,735,600
8,PGD,RFD,2028,1906
8,PGD,SBN,1797,1549
8,PGD,SDF,1806,1534
8,PGD,SPI,558,399
8,PGD,SWF,1434,1241
8,PGD,TOL,540,451
8,PGD,TYS,1593,1307
8,PGD,USA,894,708
8,PGM,HOM,390,215
8,PGM,KEB,275,138
8,PGM,SOV,320,91
8,PGV,CLT,5600,4034
8,PGV,VNY,9,8
8,PHF,ATL,3016.66666666667,2600.33333333333
8,PHF,BED,8,1
8,PHF,CLT,2690.75,2206.5
8,PHF,ECG,60,39
8,PHF,NGU,0,0
8,PHF,PHL,1481.66666666667,1246.33333333333
8,PHF,YIP,0,0
8,PHL,ABE,5050,3749
8,PHL,ACK,8,7
8,PHL,ALB,4614,4099
8,PHL,AMS,6326,5123
8,PHL,ANC,0,0
8,PHL,ANR,14,3
8,PHL,ART,3050,2144
8,PHL,ATH,4389,4226.5
8,PHL,ATL,4747.38888888889,4056.83333333333
8,PHL,AUA,3456,3300
8,PHL,AUS,1781,1537
8,PHL,AVL,1350,1053
8,PHL,AVP,4800,4011
8,PHL,BCN,7260,6932
8,PHL,BDA,2303,2043.5
8,PHL,BDL,2398.16666666667,1999.66666666667
8,PHL,BGR,2253.25,2175.5
8,PHL,BHM,2638,1750.5
8,PHL,BLQ,3468,2589
8,PHL,BNA,2941.36363636364,2595.18181818182
8,PHL,BOI,259.5,160.5
8,PHL,BOS,6357.25,5199.5
8,PHL,BTV,2744.66666666667,2251.66666666667
8,PHL,BUD,6119,5741
8,PHL,BUF,2206.4,1957
8,PHL,BWI,954.142857142857,797.142857142857
8,PHL,CAE,2125,1424.5
8,PHL,CAK,1432.5,899
8,PHL,CDG,3630,3091
8,PHL,CGN,0,0
8,PHL,CHA,485.333333333333,311.333333333333
8,PHL,CHO,2950,2291
8,PHL,CHS,2170,1907.4
8,PHL,CLE,1364.25,1014.625
8,PHL,CLT,5201.55555555556,4610.33333333333
8,PHL,CMH,4134,2929.33333333333
8,PHL,CRW,588,201
8,PHL,CUN,1786.71428571429,1709
8,PHL,CVG,2486.14285714286,1920.28571428571
8,PHL,DAL,2545,2333
8,PHL,DAY,1621,907.4
8,PHL,DBV,2652,2525
8,PHL,DCA,1398.8,1071.8
8,PHL,DEN,4139.09090909091,3885.45454545455
8,PHL,DFW,4829.18181818182,4370.54545454545
8,PHL,DOH,11098,10594
8,PHL,DSM,2121,1558
8,PHL,DTW,2081.29411764706,1791.17647058824
8,PHL,DUB,4395,3950.33333333333
8,PHL,EDI,2581.5,2488.5
8,PHL,EMA,0,0
8,PHL,EWR,0,0
8,PHL,EYW,187,127.5
8,PHL,FCO,8579,7765
8,PHL,FLL,4618.375,4299.75
8,PHL,FRA,11501,10784
8,PHL,FWA,2450,1782
8,PHL,GCM,450,437
8,PHL,GND,150,147
8,PHL,GRR,1419.75,984.75
8,PHL,GSO,3389,2766.5
8,PHL,GSP,3052,2194.5
8,PHL,HOU,715,627
8,PHL,HVN,3416.5,2404
8,PHL,IAD,150,144
8,PHL,IAH,2057.08333333333,1838.91666666667
8,PHL,ILM,4550,3965
8,PHL,IND,1859.57142857143,1281.42857142857
8,PHL,IPT,4500,2463
8,PHL,ISP,4250,3585
8,PHL,ITH,4350,3068
8,PHL,JAX,1754.14285714286,1558.42857142857
8,PHL,KEF,3298,2717
8,PHL,LAS,4393.28571428571,3996.85714285714
8,PHL,LAX,5608,5268.33333333333
8,PHL,LEX,4050,2420
8,PHL,LGA,3952,3481
8,PHL,LHR,6960.25,6065
8,PHL,LIS,6322,5964
8,PHL,MAD,3775.5,3378
8,PHL,MAN,3145.5,2533.5
8,PHL,MBJ,2466,2339.25
8,PHL,MCI,2573.5,2054.5
8,PHL,MCO,5459.88235294118,5029
8,PHL,MDT,1865.75,1590
8,PHL,MDW,8634,7072.66666666667
8,PHL,MEM,773.090909090909,515
8,PHL,MEX,126,106
8,PHL,MHT,1868.6,1601.8
8,PHL,MIA,4429.77777777778,4162
8,PHL,MKE,2868.66666666667,2477.33333333333
8,PHL,MLB,380,345
8,PHL,MSN,1044.8,832.8
8,PHL,MSP,2732.16666666667,2444.08333333333
8,PHL,MSY,1834,1484
8,PHL,MTP,8,1
8,PHL,MYR,1264.375,1131.125
8,PHL,NAS,2200.5,2131
8,PHL,OAK,0,0
8,PHL,OKC,1174.5,893
8,PHL,OMA,882,663.666666666667
8,PHL,ONT,0,0
8,PHL,ORD,6074.91666666667,5502.16666666667
8,PHL,ORF,1794.83333333333,1512.33333333333
8,PHL,ORH,1400,1123
8,PHL,PBI,3185.4,2710.6
8,PHL,PDX,3814.5,3449
8,PHL,PHF,1476.66666666667,1202.66666666667
8,PHL,PHX,6006,5423.85714285714
8,PHL,PIT,1402.27272727273,1122.54545454545
8,PHL,PLS,1122,1074
8,PHL,PNS,1436.2,1096.2
8,PHL,POP,166,127
8,PHL,PRG,7502,5742
8,PHL,PUJ,3938.66666666667,2651.66666666667
8,PHL,PVD,2155.71428571429,1844.85714285714
8,PHL,PWM,3090.25,2735
8,PHL,RDU,2044.69230769231,1683.46153846154
8,PHL,RFD,0,0
8,PHL,RIC,2908.66666666667,2393
8,PHL,ROA,2800,2193
8,PHL,ROC,1759.8,1405.4
8,PHL,RSW,3018.33333333333,2775.66666666667
8,PHL,SAN,3880.5,3666.75
8,PHL,SAV,1824.2,1378.8
8,PHL,SBY,5300,4631
8,PHL,SCE,2850,2078
8,PHL,SDF,907.875,585.125
8,PHL,SDQ,450,388
8,PHL,SEA,5112.2,4926.2
